what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338114533634
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1338114631817
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1338114632245
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338114633230
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338114640472
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1338114645424
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1338114651783
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1338114653899
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1338114660195
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1338114664205
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338114664718
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338114669710
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338114748911
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115188319
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115194568
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115296777
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1338115301313
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1338115310380
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115315778
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115369416
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115396077
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115419605
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115419795
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115427683
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1338115431044
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1338115451767
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115452469
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115456992
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115458012
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115469765
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1338115500099
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1338115501147
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115501747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115502267
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115503435
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338115516632
